Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Year
0 days 00:49:42.611000,GRO,8,0 days 00:01:46.048000,9.0,1.0,,,0 days 00:00:18.388000,0 days 00:00:44.928000,0 days 00:00:42.732000,0 days 00:48:14.941000,0 days 00:48:59.869000,0 days 00:49:42.601000,279.0,293.0,209.0,301.0,True,MEDIUM,9.0,True,Haas F1 Team,0 days 00:47:56.563000,2019-12-01 13:27:56.766,1,14.0,False,,False,True,26.2,62.4,1015.2,False,30.5,119,0.8,2019
0 days 00:51:28.836000,GRO,8,0 days 00:01:46.225000,10.0,1.0,,,0 days 00:00:18.395000,0 days 00:00:45.007000,0 days 00:00:42.823000,0 days 00:50:00.996000,0 days 00:50:46.003000,0 days 00:51:28.826000,280.0,295.0,210.0,301.0,False,MEDIUM,10.0,True,Haas F1 Team,0 days 00:49:42.611000,2019-12-01 13:29:42.814,1,14.0,False,,False,True,26.1,62.6,1015.1,False,30.2,224,0.9,2019
0 days 00:53:14.878000,GRO,8,0 days 00:01:46.042000,11.0,1.0,,,0 days 00:00:18.387000,0 days 00:00:44.899000,0 days 00:00:42.756000,0 days 00:51:47.213000,0 days 00:52:32.112000,0 days 00:53:14.868000,281.0,297.0,211.0,301.0,True,MEDIUM,11.0,True,Haas F1 Team,0 days 00:51:28.836000,2019-12-01 13:31:29.039,1,14.0,False,,False,True,26.1,62.9,1015.2,False,30.2,127,1.1,2019
0 days 00:55:00.795000,GRO,8,0 days 00:01:45.917000,12.0,1.0,,,0 days 00:00:18.308000,0 days 00:00:44.847000,0 days 00:00:42.762000,0 days 00:53:33.176000,0 days 00:54:18.023000,0 days 00:55:00.785000,282.0,295.0,209.0,301.0,True,MEDIUM,12.0,True,Haas F1 Team,0 days 00:53:14.878000,2019-12-01 13:33:15.081,1,13.0,False,,False,True,26.0,63.6,1015.2,False,30.2,256,1.1,2019
0 days 00:56:46.666000,GRO,8,0 days 00:01:45.871000,13.0,1.0,,,0 days 00:00:18.332000,0 days 00:00:44.860000,0 days 00:00:42.679000,0 days 00:55:19.117000,0 days 00:56:03.977000,0 days 00:56:46.656000,281.0,298.0,210.0,302.0,True,MEDIUM,13.0,True,Haas F1 Team,0 days 00:55:00.795000,2019-12-01 13:35:00.998,1,12.0,False,,False,True,26.1,64.4,1015.2,False,30.2,204,1.1,2019
0 days 00:58:32.239000,GRO,8,0 days 00:01:45.573000,14.0,1.0,,,0 days 00:00:18.238000,0 days 00:00:44.741000,0 days 00:00:42.594000,0 days 00:57:04.894000,0 days 00:57:49.635000,0 days 00:58:32.229000,283.0,300.0,209.0,302.0,True,MEDIUM,14.0,True,Haas F1 Team,0 days 00:56:46.666000,2019-12-01 13:36:46.869,1,12.0,False,,False,True,26.1,64.2,1015.3,False,30.0,199,1.2,2019
0 days 01:00:17.833000,GRO,8,0 days 00:01:45.594000,15.0,1.0,,,0 days 00:00:18.222000,0 days 00:00:44.652000,0 days 00:00:42.720000,0 days 00:58:50.451000,0 days 00:59:35.103000,0 days 01:00:17.823000,282.0,297.0,211.0,303.0,False,MEDIUM,15.0,True,Haas F1 Team,0 days 00:58:32.239000,2019-12-01 13:38:32.442,1,12.0,False,,False,True,26.1,64.4,1015.2,False,30.0,250,1.0,2019
0 days 01:02:03.410000,GRO,8,0 days 00:01:45.577000,16.0,1.0,,,0 days 00:00:18.217000,0 days 00:00:44.705000,0 days 00:00:42.655000,0 days 01:00:36.040000,0 days 01:01:20.745000,0 days 01:02:03.400000,283.0,298.0,211.0,303.0,False,MEDIUM,16.0,True,Haas F1 Team,0 days 01:00:17.833000,2019-12-01 13:40:18.036,1,12.0,False,,False,True,26.1,64.4,1015.3,False,29.9,254,1.0,2019
0 days 01:03:48.740000,GRO,8,0 days 00:01:45.330000,17.0,1.0,,,0 days 00:00:18.072000,0 days 00:00:44.638000,0 days 00:00:42.620000,0 days 01:02:21.472000,0 days 01:03:06.110000,0 days 01:03:48.730000,,299.0,210.0,,True,MEDIUM,17.0,True,Haas F1 Team,0 days 01:02:03.410000,2019-12-01 13:42:03.613,1,12.0,False,,False,True,26.0,65.2,1015.3,False,29.9,248,1.1,2019
0 days 01:09:29.848000,GRO,8,0 days 00:01:45.146000,20.0,2.0,,,0 days 00:00:18.647000,0 days 00:00:44.079000,0 days 00:00:42.420000,0 days 01:08:03.339000,0 days 01:08:47.418000,0 days 01:09:29.838000,282.0,299.0,184.0,303.0,True,HARD,3.0,False,Haas F1 Team,0 days 01:07:44.702000,2019-12-01 13:47:44.905,1,19.0,False,,False,True,25.9,66.2,1015.3,False,29.6,263,1.3,2019
0 days 01:11:16.137000,GRO,8,0 days 00:01:46.289000,21.0,2.0,,,0 days 00:00:19.771000,0 days 00:00:44.166000,0 days 00:00:42.352000,0 days 01:09:49.609000,0 days 01:10:33.775000,0 days 01:11:16.127000,,294.0,214.0,308.0,False,HARD,4.0,False,Haas F1 Team,0 days 01:09:29.848000,2019-12-01 13:49:30.051,1,19.0,False,,False,True,25.9,66.2,1015.4,False,29.6,235,1.4,2019
0 days 01:13:01.089000,GRO,8,0 days 00:01:44.952000,22.0,2.0,,,0 days 00:00:18.099000,0 days 00:00:44.308000,0 days 00:00:42.545000,0 days 01:11:34.226000,0 days 01:12:18.534000,0 days 01:13:01.079000,283.0,300.0,212.0,308.0,True,HARD,5.0,False,Haas F1 Team,0 days 01:11:16.137000,2019-12-01 13:51:16.340,1,19.0,False,,False,True,25.8,66.3,1015.4,False,29.9,0,0.7,2019
0 days 01:14:47.678000,GRO,8,0 days 00:01:46.589000,23.0,2.0,,,0 days 00:00:18.382000,0 days 00:00:43.953000,0 days 00:00:44.254000,0 days 01:13:19.461000,0 days 01:14:03.414000,0 days 01:14:47.668000,286.0,258.0,213.0,327.0,False,HARD,6.0,False,Haas F1 Team,0 days 01:13:01.089000,2019-12-01 13:53:01.292,1,18.0,False,,False,True,25.7,66.5,1015.4,False,28.8,233,1.1,2019
0 days 01:16:33.403000,GRO,8,0 days 00:01:45.725000,24.0,2.0,,,0 days 00:00:18.339000,0 days 00:00:44.021000,0 days 00:00:43.365000,0 days 01:15:06.007000,0 days 01:15:50.028000,0 days 01:16:33.393000,277.0,286.0,211.0,303.0,False,HARD,7.0,False,Haas F1 Team,0 days 01:14:47.678000,2019-12-01 13:54:47.881,1,18.0,False,,False,True,25.8,66.0,1015.5,False,28.8,274,1.4,2019
