Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Year
0 days 01:16:24.910000,RUS,63,0 days 00:01:31.554000,9.0,1.0,,,0 days 00:00:18.456000,0 days 00:00:38.720000,0 days 00:00:34.378000,0 days 01:15:11.830000,0 days 01:15:50.550000,0 days 01:16:24.928000,287.0,298.0,210.0,309.0,True,MEDIUM,9.0,True,Williams,0 days 01:14:53.356000,2021-12-12 13:15:53.366,1,19.0,False,,False,True,24.5,58.3,1017.8,False,28.1,334,0.4,2021
0 days 01:17:56.541000,RUS,63,0 days 00:01:31.631000,10.0,1.0,,,0 days 00:00:18.516000,0 days 00:00:38.777000,0 days 00:00:34.338000,0 days 01:16:43.444000,0 days 01:17:22.221000,0 days 01:17:56.559000,,299.0,211.0,314.0,False,MEDIUM,10.0,True,Williams,0 days 01:16:24.910000,2021-12-12 13:17:24.920,1,18.0,False,,False,True,24.5,57.3,1017.7,False,28.4,336,0.4,2021
0 days 01:19:27.334000,RUS,63,0 days 00:01:30.793000,11.0,1.0,,,0 days 00:00:18.205000,0 days 00:00:38.601000,0 days 00:00:33.987000,0 days 01:18:14.764000,0 days 01:18:53.365000,0 days 01:19:27.352000,,300.0,211.0,310.0,True,MEDIUM,11.0,True,Williams,0 days 01:17:56.541000,2021-12-12 13:18:56.551,1,18.0,False,,False,True,24.6,57.3,1017.7,False,28.4,336,0.4,2021
0 days 01:20:58.291000,RUS,63,0 days 00:01:30.957000,12.0,1.0,,,0 days 00:00:18.314000,0 days 00:00:38.630000,0 days 00:00:34.013000,0 days 01:19:45.666000,0 days 01:20:24.296000,0 days 01:20:58.309000,,304.0,211.0,309.0,False,MEDIUM,12.0,True,Williams,0 days 01:19:27.334000,2021-12-12 13:20:27.344,1,18.0,False,,False,True,24.6,57.6,1017.8,False,28.2,273,0.4,2021
0 days 01:22:29.359000,RUS,63,0 days 00:01:31.068000,13.0,1.0,,,0 days 00:00:18.256000,0 days 00:00:39.020000,0 days 00:00:33.792000,0 days 01:21:16.565000,0 days 01:21:55.585000,0 days 01:22:29.377000,286.0,294.0,211.0,306.0,False,MEDIUM,13.0,True,Williams,0 days 01:20:58.291000,2021-12-12 13:21:58.301,1,18.0,False,,False,True,24.6,58.2,1017.7,False,28.2,277,0.5,2021
0 days 01:24:00.127000,RUS,63,0 days 00:01:30.768000,14.0,1.0,,,0 days 00:00:18.299000,0 days 00:00:38.668000,0 days 00:00:33.801000,0 days 01:22:47.676000,0 days 01:23:26.344000,0 days 01:24:00.145000,280.0,301.0,212.0,306.0,True,MEDIUM,14.0,True,Williams,0 days 01:22:29.359000,2021-12-12 13:23:29.369,1,18.0,False,,False,True,24.6,59.0,1017.7,False,27.9,296,0.4,2021
0 days 01:25:30.980000,RUS,63,0 days 00:01:30.853000,15.0,1.0,,,0 days 00:00:18.327000,0 days 00:00:38.648000,0 days 00:00:33.878000,0 days 01:24:18.472000,0 days 01:24:57.120000,0 days 01:25:30.998000,284.0,299.0,211.0,307.0,False,MEDIUM,15.0,True,Williams,0 days 01:24:00.127000,2021-12-12 13:25:00.137,1,18.0,False,,False,True,24.5,59.0,1017.7,False,27.8,282,0.5,2021
0 days 01:27:02.709000,RUS,63,0 days 00:01:31.729000,16.0,1.0,,,0 days 00:00:18.507000,0 days 00:00:38.949000,0 days 00:00:34.273000,0 days 01:25:49.505000,0 days 01:26:28.454000,0 days 01:27:02.727000,,299.0,212.0,311.0,False,MEDIUM,16.0,True,Williams,0 days 01:25:30.980000,2021-12-12 13:26:30.990,1,17.0,False,,False,True,24.4,59.4,1017.7,False,27.8,288,0.5,2021
0 days 01:28:33.915000,RUS,63,0 days 00:01:31.206000,17.0,1.0,,,0 days 00:00:18.377000,0 days 00:00:38.724000,0 days 00:00:34.105000,0 days 01:27:21.104000,0 days 01:27:59.828000,0 days 01:28:33.933000,283.0,303.0,210.0,309.0,False,MEDIUM,17.0,True,Williams,0 days 01:27:02.709000,2021-12-12 13:28:02.719,1,17.0,False,,False,True,24.4,59.3,1017.8,False,27.6,292,0.5,2021
0 days 01:30:06.451000,RUS,63,0 days 00:01:32.536000,18.0,1.0,,,0 days 00:00:18.415000,0 days 00:00:39.249000,0 days 00:00:34.872000,0 days 01:28:52.348000,0 days 01:29:31.597000,0 days 01:30:06.469000,,280.0,212.0,308.0,False,MEDIUM,18.0,True,Williams,0 days 01:28:33.915000,2021-12-12 13:29:33.925,1,17.0,False,,False,True,24.4,59.6,1017.9,False,27.5,290,0.5,2021
0 days 01:31:37.703000,RUS,63,0 days 00:01:31.252000,19.0,1.0,,,0 days 00:00:18.399000,0 days 00:00:38.815000,0 days 00:00:34.038000,0 days 01:30:24.868000,0 days 01:31:03.683000,0 days 01:31:37.721000,279.0,294.0,211.0,302.0,False,MEDIUM,19.0,True,Williams,0 days 01:30:06.451000,2021-12-12 13:31:06.461,1,16.0,False,,False,True,24.4,60.0,1017.8,False,27.5,280,0.5,2021
0 days 01:33:09.756000,RUS,63,0 days 00:01:32.053000,20.0,1.0,,,0 days 00:00:18.285000,0 days 00:00:38.887000,0 days 00:00:34.881000,0 days 01:31:56.006000,0 days 01:32:34.893000,0 days 01:33:09.774000,281.0,294.0,211.0,306.0,False,MEDIUM,20.0,True,Williams,0 days 01:31:37.703000,2021-12-12 13:32:37.713,1,17.0,False,,False,True,24.3,59.8,1017.9,False,27.5,282,0.4,2021
0 days 01:34:40.821000,RUS,63,0 days 00:01:31.065000,21.0,1.0,,,0 days 00:00:18.488000,0 days 00:00:38.711000,0 days 00:00:33.866000,0 days 01:33:28.262000,0 days 01:34:06.973000,0 days 01:34:40.839000,285.0,303.0,212.0,309.0,False,MEDIUM,21.0,True,Williams,0 days 01:33:09.756000,2021-12-12 13:34:09.766,1,17.0,False,,False,True,24.3,59.9,1017.9,False,27.5,279,0.3,2021
0 days 01:36:11.642000,RUS,63,0 days 00:01:30.821000,22.0,1.0,,,0 days 00:00:18.370000,0 days 00:00:38.547000,0 days 00:00:33.904000,0 days 01:34:59.209000,0 days 01:35:37.756000,0 days 01:36:11.660000,283.0,302.0,213.0,306.0,False,MEDIUM,22.0,True,Williams,0 days 01:34:40.821000,2021-12-12 13:35:40.831,1,15.0,False,,False,True,24.3,59.6,1017.8,False,27.6,284,0.5,2021
0 days 01:37:42.289000,RUS,63,0 days 00:01:30.647000,23.0,1.0,,,0 days 00:00:18.278000,0 days 00:00:38.597000,0 days 00:00:33.772000,0 days 01:36:29.938000,0 days 01:37:08.535000,0 days 01:37:42.307000,285.0,301.0,211.0,307.0,True,MEDIUM,23.0,True,Williams,0 days 01:36:11.642000,2021-12-12 13:37:11.652,1,15.0,False,,False,True,24.3,60.2,1017.9,False,27.5,275,0.4,2021
0 days 01:39:13.866000,RUS,63,0 days 00:01:31.577000,24.0,1.0,,,0 days 00:00:18.235000,0 days 00:00:38.857000,0 days 00:00:34.485000,0 days 01:38:00.542000,0 days 01:38:39.399000,0 days 01:39:13.884000,284.0,300.0,208.0,306.0,False,MEDIUM,24.0,True,Williams,0 days 01:37:42.289000,2021-12-12 13:38:42.299,1,14.0,False,,False,True,24.3,60.1,1017.8,False,27.5,301,0.3,2021
0 days 01:40:46.660000,RUS,63,0 days 00:01:32.794000,25.0,1.0,,,0 days 00:00:18.441000,0 days 00:00:39.023000,0 days 00:00:35.330000,0 days 01:39:32.325000,0 days 01:40:11.348000,0 days 01:40:46.678000,283.0,306.0,210.0,310.0,False,MEDIUM,25.0,True,Williams,0 days 01:39:13.866000,2021-12-12 13:40:13.876,12,16.0,False,,False,True,24.3,60.6,1017.8,False,27.5,283,0.4,2021
0 days 01:04:03.677000,RAI,7,0 days 00:01:41.610000,1.0,1.0,,,,0 days 00:00:40.387000,0 days 00:00:36.246000,,0 days 01:03:27.515000,0 days 01:04:03.817000,282.0,284.0,210.0,306.0,False,MEDIUM,1.0,True,Alfa Romeo Racing,0 days 01:02:21.871000,2021-12-12 13:03:21.881,1,17.0,False,,False,False,24.6,58.0,1017.6,False,28.4,276,0.4,2021
0 days 01:05:36.996000,RAI,7,0 days 00:01:33.319000,2.0,1.0,,,0 days 00:00:19.059000,0 days 00:00:38.961000,0 days 00:00:35.299000,0 days 01:04:22.765000,0 days 01:05:01.726000,0 days 01:05:37.025000,287.0,309.0,209.0,316.0,True,MEDIUM,2.0,True,Alfa Romeo Racing,0 days 01:04:03.677000,2021-12-12 13:05:03.687,1,16.0,False,,False,True,24.6,58.0,1017.6,False,28.4,276,0.4,2021
0 days 01:07:08.941000,RAI,7,0 days 00:01:31.945000,3.0,1.0,,,0 days 00:00:18.463000,0 days 00:00:38.541000,0 days 00:00:34.941000,0 days 01:05:55.488000,0 days 01:06:34.029000,0 days 01:07:08.970000,286.0,283.0,207.0,308.0,True,MEDIUM,3.0,True,Alfa Romeo Racing,0 days 01:05:36.996000,2021-12-12 13:06:37.006,1,16.0,False,,False,True,24.6,57.6,1017.7,False,28.7,308,0.3,2021
0 days 01:08:41.171000,RAI,7,0 days 00:01:32.230000,4.0,1.0,,,0 days 00:00:18.880000,0 days 00:00:38.869000,0 days 00:00:34.481000,0 days 01:07:27.850000,0 days 01:08:06.719000,0 days 01:08:41.200000,284.0,300.0,208.0,309.0,False,MEDIUM,4.0,True,Alfa Romeo Racing,0 days 01:07:08.941000,2021-12-12 13:08:08.951,1,16.0,False,,False,True,24.5,57.5,1017.8,False,28.4,286,0.6,2021
0 days 01:10:13.155000,RAI,7,0 days 00:01:31.984000,5.0,1.0,,,0 days 00:00:18.604000,0 days 00:00:38.604000,0 days 00:00:34.776000,0 days 01:08:59.804000,0 days 01:09:38.408000,0 days 01:10:13.184000,283.0,297.0,209.0,304.0,False,MEDIUM,5.0,True,Alfa Romeo Racing,0 days 01:08:41.171000,2021-12-12 13:09:41.181,1,16.0,False,,False,True,24.5,58.3,1017.7,False,28.4,331,0.5,2021
0 days 01:11:45.023000,RAI,7,0 days 00:01:31.868000,6.0,1.0,,,0 days 00:00:18.552000,0 days 00:00:38.547000,0 days 00:00:34.769000,0 days 01:10:31.736000,0 days 01:11:10.283000,0 days 01:11:45.052000,284.0,267.0,208.0,318.0,True,MEDIUM,6.0,True,Alfa Romeo Racing,0 days 01:10:13.155000,2021-12-12 13:11:13.165,1,16.0,False,,False,True,24.5,58.1,1017.7,False,28.2,282,0.4,2021
0 days 01:13:16.373000,RAI,7,0 days 00:01:31.350000,7.0,1.0,,,0 days 00:00:18.376000,0 days 00:00:38.485000,0 days 00:00:34.489000,0 days 01:12:03.428000,0 days 01:12:41.913000,0 days 01:13:16.402000,,306.0,208.0,324.0,True,MEDIUM,7.0,True,Alfa Romeo Racing,0 days 01:11:45.023000,2021-12-12 13:12:45.033,1,16.0,False,,False,True,24.5,58.1,1017.7,False,28.2,282,0.4,2021
0 days 01:14:47.793000,RAI,7,0 days 00:01:31.420000,8.0,1.0,,,0 days 00:00:18.361000,0 days 00:00:38.774000,0 days 00:00:34.285000,0 days 01:13:34.763000,0 days 01:14:13.537000,0 days 01:14:47.822000,286.0,297.0,207.0,307.0,False,MEDIUM,8.0,True,Alfa Romeo Racing,0 days 01:13:16.373000,2021-12-12 13:14:16.383,1,16.0,False,,False,True,24.5,58.0,1017.8,False,28.1,276,0.5,2021
0 days 01:16:19.156000,RAI,7,0 days 00:01:31.363000,9.0,1.0,,,0 days 00:00:18.404000,0 days 00:00:38.806000,0 days 00:00:34.153000,0 days 01:15:06.226000,0 days 01:15:45.032000,0 days 01:16:19.185000,284.0,296.0,208.0,305.0,False,MEDIUM,9.0,True,Alfa Romeo Racing,0 days 01:14:47.793000,2021-12-12 13:15:47.803,1,16.0,False,,False,True,24.5,58.3,1017.8,False,28.1,334,0.4,2021
0 days 01:17:49.896000,RAI,7,0 days 00:01:30.740000,10.0,1.0,,,0 days 00:00:18.255000,0 days 00:00:38.568000,0 days 00:00:33.917000,0 days 01:16:37.440000,0 days 01:17:16.008000,0 days 01:17:49.925000,285.0,299.0,209.0,306.0,True,MEDIUM,10.0,True,Alfa Romeo Racing,0 days 01:16:19.156000,2021-12-12 13:17:19.166,1,16.0,False,,False,True,24.5,57.3,1017.7,False,28.4,336,0.4,2021
0 days 01:19:20.827000,RAI,7,0 days 00:01:30.931000,11.0,1.0,,,0 days 00:00:18.387000,0 days 00:00:38.625000,0 days 00:00:33.919000,0 days 01:18:08.312000,0 days 01:18:46.937000,0 days 01:19:20.856000,283.0,299.0,208.0,304.0,False,MEDIUM,11.0,True,Alfa Romeo Racing,0 days 01:17:49.896000,2021-12-12 13:18:49.906,1,16.0,False,,False,True,24.6,57.3,1017.7,False,28.4,336,0.4,2021
0 days 01:20:51.634000,RAI,7,0 days 00:01:30.807000,12.0,1.0,,,0 days 00:00:18.297000,0 days 00:00:38.543000,0 days 00:00:33.967000,0 days 01:19:39.153000,0 days 01:20:17.696000,0 days 01:20:51.663000,285.0,303.0,209.0,306.0,False,MEDIUM,12.0,True,Alfa Romeo Racing,0 days 01:19:20.827000,2021-12-12 13:20:20.837,1,16.0,False,,False,True,24.6,57.6,1017.8,False,28.2,273,0.4,2021
0 days 01:22:22.720000,RAI,7,0 days 00:01:31.086000,13.0,1.0,,,0 days 00:00:18.391000,0 days 00:00:38.809000,0 days 00:00:33.886000,0 days 01:21:10.054000,0 days 01:21:48.863000,0 days 01:22:22.749000,283.0,300.0,210.0,304.0,False,MEDIUM,13.0,True,Alfa Romeo Racing,0 days 01:20:51.634000,2021-12-12 13:21:51.644,1,16.0,False,,False,True,24.6,58.2,1017.7,False,28.2,277,0.5,2021
0 days 01:23:53.473000,RAI,7,0 days 00:01:30.753000,14.0,1.0,,,0 days 00:00:18.297000,0 days 00:00:38.628000,0 days 00:00:33.828000,0 days 01:22:41.046000,0 days 01:23:19.674000,0 days 01:23:53.502000,284.0,306.0,208.0,305.0,False,MEDIUM,14.0,True,Alfa Romeo Racing,0 days 01:22:22.720000,2021-12-12 13:23:22.730,1,16.0,False,,False,True,24.6,59.0,1017.7,False,27.9,296,0.4,2021
0 days 01:25:24.077000,RAI,7,0 days 00:01:30.604000,15.0,1.0,,,0 days 00:00:18.300000,0 days 00:00:38.724000,0 days 00:00:33.580000,0 days 01:24:11.802000,0 days 01:24:50.526000,0 days 01:25:24.106000,283.0,301.0,209.0,304.0,True,MEDIUM,15.0,True,Alfa Romeo Racing,0 days 01:23:53.473000,2021-12-12 13:24:53.483,1,16.0,False,,False,True,24.5,59.0,1017.7,False,27.8,282,0.5,2021
0 days 01:26:54.555000,RAI,7,0 days 00:01:30.478000,16.0,1.0,,,0 days 00:00:18.294000,0 days 00:00:38.634000,0 days 00:00:33.550000,0 days 01:25:42.400000,0 days 01:26:21.034000,0 days 01:26:54.584000,284.0,303.0,209.0,305.0,True,MEDIUM,16.0,True,Alfa Romeo Racing,0 days 01:25:24.077000,2021-12-12 13:26:24.087,1,14.0,False,,False,True,24.4,59.4,1017.7,False,27.8,288,0.5,2021
0 days 01:28:24.867000,RAI,7,0 days 00:01:30.312000,17.0,1.0,,,0 days 00:00:18.332000,0 days 00:00:38.606000,0 days 00:00:33.374000,0 days 01:27:12.916000,0 days 01:27:51.522000,0 days 01:28:24.896000,283.0,305.0,210.0,307.0,True,MEDIUM,17.0,True,Alfa Romeo Racing,0 days 01:26:54.555000,2021-12-12 13:27:54.565,1,14.0,False,,False,True,24.4,59.3,1017.8,False,27.6,292,0.5,2021
0 days 01:29:55.293000,RAI,7,0 days 00:01:30.426000,18.0,1.0,,,0 days 00:00:18.256000,0 days 00:00:38.524000,0 days 00:00:33.646000,0 days 01:28:43.152000,0 days 01:29:21.676000,0 days 01:29:55.322000,287.0,304.0,208.0,307.0,False,MEDIUM,18.0,True,Alfa Romeo Racing,0 days 01:28:24.867000,2021-12-12 13:29:24.877,1,12.0,False,,False,True,24.4,59.6,1017.9,False,27.5,290,0.5,2021
0 days 01:31:25.973000,RAI,7,0 days 00:01:30.680000,19.0,1.0,,,0 days 00:00:18.222000,0 days 00:00:38.592000,0 days 00:00:33.866000,0 days 01:30:13.544000,0 days 01:30:52.136000,0 days 01:31:26.002000,285.0,299.0,210.0,302.0,False,MEDIUM,19.0,True,Alfa Romeo Racing,0 days 01:29:55.293000,2021-12-12 13:30:55.303,1,11.0,False,,False,True,24.4,59.8,1017.9,False,27.7,283,0.4,2021
0 days 01:32:57.083000,RAI,7,0 days 00:01:31.110000,20.0,1.0,,,0 days 00:00:18.175000,0 days 00:00:38.276000,0 days 00:00:34.659000,0 days 01:31:44.177000,0 days 01:32:22.453000,0 days 01:32:57.112000,,306.0,209.0,308.0,False,MEDIUM,20.0,True,Alfa Romeo Racing,0 days 01:31:25.973000,2021-12-12 13:32:25.983,1,12.0,False,,False,True,24.3,59.8,1017.9,False,27.5,282,0.4,2021
0 days 01:37:51.454000,RAI,7,0 days 00:01:29.698000,23.0,2.0,,,0 days 00:00:18.329000,0 days 00:00:38.343000,0 days 00:00:33.026000,0 days 01:36:40.114000,0 days 01:37:18.457000,0 days 01:37:51.483000,281.0,295.0,211.0,297.0,True,HARD,2.0,True,Alfa Romeo Racing,0 days 01:36:21.756000,2021-12-12 13:37:21.766,1,18.0,False,,False,True,24.3,60.2,1017.9,False,27.5,275,0.4,2021
0 days 01:39:22.761000,RAI,7,0 days 00:01:31.307000,24.0,2.0,,,0 days 00:00:18.432000,0 days 00:00:39.728000,0 days 00:00:33.147000,0 days 01:38:09.915000,0 days 01:38:49.643000,0 days 01:39:22.790000,276.0,292.0,210.0,272.0,False,HARD,3.0,True,Alfa Romeo Racing,0 days 01:37:51.454000,2021-12-12 13:38:51.464,1,18.0,False,,False,True,24.3,60.1,1017.8,False,27.5,301,0.3,2021
0 days 01:03:59.347000,BOT,77,0 days 00:01:37.280000,1.0,1.0,,,,0 days 00:00:39.157000,0 days 00:00:35.555000,,0 days 01:03:23.889000,0 days 01:03:59.476000,277.0,300.0,214.0,306.0,False,MEDIUM,6.0,False,Mercedes,0 days 01:02:21.871000,2021-12-12 13:03:21.881,1,8.0,False,,False,False,24.6,58.0,1017.6,False,28.4,276,0.4,2021
0 days 01:05:31.085000,BOT,77,0 days 00:01:31.738000,2.0,1.0,,,0 days 00:00:18.376000,0 days 00:00:38.736000,0 days 00:00:34.626000,0 days 01:04:17.726000,0 days 01:04:56.462000,0 days 01:05:31.088000,285.0,287.0,212.0,306.0,True,MEDIUM,7.0,False,Mercedes,0 days 01:03:59.347000,2021-12-12 13:04:59.357,1,8.0,False,,False,True,24.6,58.0,1017.6,False,28.4,276,0.4,2021
0 days 01:07:01.768000,BOT,77,0 days 00:01:30.683000,3.0,1.0,,,0 days 00:00:18.042000,0 days 00:00:38.031000,0 days 00:00:34.610000,0 days 01:05:49.130000,0 days 01:06:27.161000,0 days 01:07:01.771000,291.0,314.0,210.0,317.0,True,MEDIUM,8.0,False,Mercedes,0 days 01:05:31.085000,2021-12-12 13:06:31.095,1,8.0,False,,False,True,24.6,57.6,1017.7,False,28.7,308,0.3,2021
0 days 01:08:32.765000,BOT,77,0 days 00:01:30.997000,4.0,1.0,,,0 days 00:00:18.472000,0 days 00:00:38.400000,0 days 00:00:34.125000,0 days 01:07:20.243000,0 days 01:07:58.643000,0 days 01:08:32.768000,286.0,287.0,212.0,316.0,False,MEDIUM,9.0,False,Mercedes,0 days 01:07:01.768000,2021-12-12 13:08:01.778,1,8.0,False,,False,True,24.6,57.5,1017.8,False,28.4,286,0.6,2021
0 days 01:10:03.409000,BOT,77,0 days 00:01:30.644000,5.0,1.0,,,0 days 00:00:18.316000,0 days 00:00:38.500000,0 days 00:00:33.828000,0 days 01:08:51.084000,0 days 01:09:29.584000,0 days 01:10:03.412000,,298.0,213.0,305.0,True,MEDIUM,10.0,False,Mercedes,0 days 01:08:32.765000,2021-12-12 13:09:32.775,1,8.0,False,,False,True,24.5,58.3,1017.7,False,28.4,331,0.5,2021
0 days 01:11:34.048000,BOT,77,0 days 00:01:30.639000,6.0,1.0,,,0 days 00:00:18.138000,0 days 00:00:38.350000,0 days 00:00:34.151000,0 days 01:10:21.550000,0 days 01:10:59.900000,0 days 01:11:34.051000,285.0,272.0,211.0,321.0,True,MEDIUM,11.0,False,Mercedes,0 days 01:10:03.409000,2021-12-12 13:11:03.419,1,8.0,False,,False,True,24.5,58.3,1017.7,False,28.4,331,0.5,2021
0 days 01:13:04.243000,BOT,77,0 days 00:01:30.195000,7.0,1.0,,,0 days 00:00:18.082000,0 days 00:00:38.178000,0 days 00:00:33.935000,0 days 01:11:52.133000,0 days 01:12:30.311000,0 days 01:13:04.246000,284.0,307.0,212.0,321.0,True,MEDIUM,12.0,False,Mercedes,0 days 01:11:34.048000,2021-12-12 13:12:34.058,1,8.0,False,,False,True,24.5,58.1,1017.7,False,28.2,282,0.4,2021
0 days 01:14:34.776000,BOT,77,0 days 00:01:30.533000,8.0,1.0,,,0 days 00:00:18.157000,0 days 00:00:38.573000,0 days 00:00:33.803000,0 days 01:13:22.403000,0 days 01:14:00.976000,0 days 01:14:34.779000,282.0,297.0,209.0,308.0,False,MEDIUM,13.0,False,Mercedes,0 days 01:13:04.243000,2021-12-12 13:14:04.253,1,8.0,False,,False,True,24.5,58.0,1017.8,False,28.1,276,0.5,2021
0 days 01:16:05.291000,BOT,77,0 days 00:01:30.515000,9.0,1.0,,,0 days 00:00:18.152000,0 days 00:00:38.393000,0 days 00:00:33.970000,0 days 01:14:52.931000,0 days 01:15:31.324000,0 days 01:16:05.294000,289.0,302.0,213.0,303.0,False,MEDIUM,14.0,False,Mercedes,0 days 01:14:34.776000,2021-12-12 13:15:34.786,1,8.0,False,,False,True,24.5,58.3,1017.8,False,28.1,334,0.4,2021
0 days 01:17:35.995000,BOT,77,0 days 00:01:30.704000,10.0,1.0,,,0 days 00:00:18.092000,0 days 00:00:38.714000,0 days 00:00:33.898000,0 days 01:16:23.386000,0 days 01:17:02.100000,0 days 01:17:35.998000,286.0,290.0,213.0,302.0,False,MEDIUM,15.0,False,Mercedes,0 days 01:16:05.291000,2021-12-12 13:17:05.301,1,8.0,False,,False,True,24.5,57.3,1017.7,False,28.4,336,0.4,2021
0 days 01:19:06.587000,BOT,77,0 days 00:01:30.592000,11.0,1.0,,,0 days 00:00:18.209000,0 days 00:00:38.727000,0 days 00:00:33.656000,0 days 01:17:54.207000,0 days 01:18:32.934000,0 days 01:19:06.590000,287.0,287.0,212.0,300.0,False,MEDIUM,16.0,False,Mercedes,0 days 01:17:35.995000,2021-12-12 13:18:36.005,1,8.0,False,,False,True,24.6,57.3,1017.7,False,28.4,336,0.4,2021
0 days 01:20:36.839000,BOT,77,0 days 00:01:30.252000,12.0,1.0,,,0 days 00:00:18.164000,0 days 00:00:38.631000,0 days 00:00:33.457000,0 days 01:19:24.754000,0 days 01:20:03.385000,0 days 01:20:36.842000,284.0,297.0,213.0,298.0,False,MEDIUM,17.0,False,Mercedes,0 days 01:19:06.587000,2021-12-12 13:20:06.597,1,8.0,False,,False,True,24.6,57.6,1017.8,False,28.2,273,0.4,2021
0 days 01:22:06.918000,BOT,77,0 days 00:01:30.079000,13.0,1.0,,,0 days 00:00:18.135000,0 days 00:00:38.491000,0 days 00:00:33.453000,0 days 01:20:54.977000,0 days 01:21:33.468000,0 days 01:22:06.921000,,298.0,213.0,297.0,True,MEDIUM,18.0,False,Mercedes,0 days 01:20:36.839000,2021-12-12 13:21:36.849,1,8.0,False,,False,True,24.6,58.2,1017.7,False,28.2,277,0.5,2021
0 days 01:23:37.513000,BOT,77,0 days 00:01:30.595000,14.0,1.0,,,0 days 00:00:18.100000,0 days 00:00:38.564000,0 days 00:00:33.931000,0 days 01:22:25.021000,0 days 01:23:03.585000,0 days 01:23:37.516000,288.0,302.0,209.0,306.0,False,MEDIUM,19.0,False,Mercedes,0 days 01:22:06.918000,2021-12-12 13:23:06.928,1,8.0,False,,False,True,24.6,59.0,1017.7,False,27.9,296,0.4,2021
0 days 01:25:08.592000,BOT,77,0 days 00:01:31.079000,15.0,1.0,,,0 days 00:00:18.229000,0 days 00:00:38.107000,0 days 00:00:34.743000,0 days 01:23:55.745000,0 days 01:24:33.852000,0 days 01:25:08.595000,285.0,286.0,214.0,315.0,False,MEDIUM,20.0,False,Mercedes,0 days 01:23:37.513000,2021-12-12 13:24:37.523,1,7.0,False,,False,True,24.5,59.0,1017.7,False,27.8,282,0.5,2021
0 days 01:26:38.346000,BOT,77,0 days 00:01:29.754000,16.0,1.0,,,0 days 00:00:18.053000,0 days 00:00:38.313000,0 days 00:00:33.388000,0 days 01:25:26.648000,0 days 01:26:04.961000,0 days 01:26:38.349000,284.0,300.0,213.0,305.0,True,MEDIUM,21.0,False,Mercedes,0 days 01:25:08.592000,2021-12-12 13:26:08.602,1,7.0,False,,False,True,24.4,59.4,1017.7,False,27.8,288,0.5,2021
0 days 01:28:08.038000,BOT,77,0 days 00:01:29.692000,17.0,1.0,,,0 days 00:00:17.948000,0 days 00:00:38.433000,0 days 00:00:33.311000,0 days 01:26:56.297000,0 days 01:27:34.730000,0 days 01:28:08.041000,283.0,300.0,212.0,306.0,True,MEDIUM,22.0,False,Mercedes,0 days 01:26:38.346000,2021-12-12 13:27:38.356,1,7.0,False,,False,True,24.4,59.3,1017.8,False,27.6,292,0.5,2021
0 days 01:29:37.516000,BOT,77,0 days 00:01:29.478000,18.0,1.0,,,0 days 00:00:17.960000,0 days 00:00:38.105000,0 days 00:00:33.413000,0 days 01:28:26.001000,0 days 01:29:04.106000,0 days 01:29:37.519000,287.0,315.0,212.0,300.0,True,MEDIUM,23.0,False,Mercedes,0 days 01:28:08.038000,2021-12-12 13:29:08.048,1,6.0,False,,False,True,24.4,59.6,1017.9,False,27.5,290,0.5,2021
0 days 01:31:07.168000,BOT,77,0 days 00:01:29.652000,19.0,1.0,,,0 days 00:00:17.998000,0 days 00:00:38.190000,0 days 00:00:33.464000,0 days 01:29:55.517000,0 days 01:30:33.707000,0 days 01:31:07.171000,289.0,302.0,212.0,304.0,False,MEDIUM,24.0,False,Mercedes,0 days 01:29:37.516000,2021-12-12 13:30:37.526,1,6.0,False,,False,True,24.4,59.8,1017.9,False,27.7,283,0.4,2021
0 days 01:32:36.788000,BOT,77,0 days 00:01:29.620000,20.0,1.0,,,0 days 00:00:17.988000,0 days 00:00:38.257000,0 days 00:00:33.375000,0 days 01:31:25.159000,0 days 01:32:03.416000,0 days 01:32:36.791000,286.0,315.0,214.0,298.0,False,MEDIUM,25.0,False,Mercedes,0 days 01:31:07.168000,2021-12-12 13:32:07.178,1,5.0,False,,False,True,24.3,59.8,1017.9,False,27.5,282,0.4,2021
0 days 01:34:06.435000,BOT,77,0 days 00:01:29.647000,21.0,1.0,,,0 days 00:00:17.966000,0 days 00:00:38.193000,0 days 00:00:33.488000,0 days 01:32:54.757000,0 days 01:33:32.950000,0 days 01:34:06.438000,291.0,293.0,211.0,312.0,False,MEDIUM,26.0,False,Mercedes,0 days 01:32:36.788000,2021-12-12 13:33:36.798,1,5.0,False,,False,True,24.3,59.9,1017.8,False,27.5,295,0.5,2021
